country,0,1,2,3,4,5,6,7,c1,c2
Austria,0.10670000314712524,0.11999999731779099,0.11079999804496765,0.10589999705553055,0.10980000346899033,0.1664000004529953,0.13439999520778656,0.1460999995470047,3.3672068,9.952041
Belgium,0.12690000236034393,0.09740000218153,0.08709999918937683,0.09000000357627869,0.12860000133514404,0.09269999712705612,0.1103999987244606,0.2669999897480011,-17.56603,8.928926
Bulgaria,0.05550000071525574,0.04740000143647194,0.05909999832510948,0.07270000129938126,0.057999998331069946,0.049800001084804535,0.6078000068664551,0.049800001084804535,-14.169463,-6.558199
Czechia,0.06610000133514404,0.05139999836683273,0.05869999900460243,0.07020000368356705,0.053599998354911804,0.578499972820282,0.06369999796152115,0.05770000070333481,16.094486,1.9772214
Cyprus,0.03799999877810478,0.043299999088048935,0.7228999733924866,0.053599998354911804,0.035999998450279236,0.032099999487400055,0.03420000150799751,0.039799999445676804,-1.1124996,28.148335
Germany,0.08089999854564667,0.12070000171661377,0.09730000048875809,0.14499999582767487,0.07169999927282333,0.31360000371932983,0.07989999651908875,0.09080000221729279,12.1405525,6.369545
Denmark,0.13420000672340393,0.125900000333786,0.12319999933242798,0.11060000211000443,0.11079999804496765,0.14880000054836273,0.11909999698400497,0.1274999976158142,-2.8013172,12.926751
Estonia,0.06279999762773514,0.05139999836683273,0.061500001698732376,0.0625,0.5814999938011169,0.06459999829530716,0.06239999830722809,0.053199999034404755,2.6404994,-14.102724
Croatia,0.10760000348091125,0.1340000033378601,0.12129999697208405,0.1137000024318695,0.1225999966263771,0.14659999310970306,0.11760000139474869,0.13650000095367432,-0.9602928,8.360204
Finland,0.10740000009536743,0.1412000060081482,0.11590000241994858,0.13449999690055847,0.14980000257492065,0.11500000208616257,0.1274999976158142,0.10869999974966049,-2.7490118,3.523348
France,0.1371999979019165,0.1509000062942505,0.10649999976158142,0.09179999679327011,0.09730000048875809,0.09160000085830688,0.13490000367164612,0.1898999959230423,-11.903128,7.4946647
Malta,0.428600013256073,0.07069999724626541,0.20970000326633453,0.09849999845027924,0.05009999871253967,0.04050000011920929,0.04340000078082085,0.05849999934434891,-14.180572,25.354137
Luxembourg,0.06689999997615814,0.09860000014305115,0.1039000004529953,0.1006999984383583,0.08739999681711197,0.08219999819993973,0.06849999725818634,0.3917999863624573,-22.933754,7.746071
Lithuania,0.05290000140666962,0.057100001722574234,0.05739999935030937,0.0949999988079071,0.5583999752998352,0.06889999657869339,0.060100000351667404,0.05009999871253967,6.1574216,-12.654552
Latvia,0.07339999824762344,0.1316000074148178,0.10140000283718109,0.12630000710487366,0.22020000219345093,0.08780000358819962,0.08879999816417694,0.1704999953508377,0.88154817,-2.5321484
Italy,0.17440000176429749,0.0843999981880188,0.10520000010728836,0.17219999432563782,0.08449999988079071,0.12700000405311584,0.13259999454021454,0.11969999969005585,-6.553081,18.188875
Ireland,0.07289999723434448,0.5755000114440918,0.06539999693632126,0.062300000339746475,0.05770000070333481,0.04820000007748604,0.0640999972820282,0.054099999368190765,22.686934,17.718105
Hungary,0.07150000333786011,0.32280001044273376,0.0908999964594841,0.13259999454021454,0.09359999746084213,0.08540000021457672,0.10400000214576721,0.09910000115633011,17.453014,15.711689
Greece,0.1428000032901764,0.09049999713897705,0.11259999871253967,0.10189999639987946,0.10019999742507935,0.193900004029274,0.13179999589920044,0.12630000710487366,1.9566283,15.114676
Spain,0.1501999944448471,0.11020000278949738,0.13420000672340393,0.13019999861717224,0.10029999911785126,0.10760000348091125,0.10199999809265137,0.1655000001192093,-9.6715975,13.168301
Netherlands,0.10530000180006027,0.14790000021457672,0.19910000264644623,0.1005999967455864,0.09529999643564224,0.14380000531673431,0.09520000219345093,0.11289999634027481,-0.010657765,22.062181
Poland,0.03009999915957451,0.026499999687075615,0.03550000116229057,0.8007000088691711,0.02879999950528145,0.026900000870227814,0.026100000366568565,0.025499999523162842,9.913177,21.788797
Portugal,0.6132000088691711,0.04540000110864639,0.04569999873638153,0.04610000178217888,0.06589999794960022,0.0608999989926815,0.07490000128746033,0.0478999987244606,-18.194138,25.777996
Romania,0.1062999963760376,0.07919999957084656,0.07050000131130219,0.0820000022649765,0.0803999975323677,0.18359999358654022,0.3025999963283539,0.09529999643564224,-10.144282,-2.586428
Sweden,0.13580000400543213,0.11760000139474869,0.11949999630451202,0.11060000211000443,0.10999999940395355,0.11739999800920486,0.14810000360012054,0.14090000092983246,-6.3636827,8.6656475
Slovenia,0.09600000083446503,0.09830000251531601,0.10260000079870224,0.14959999918937683,0.15160000324249268,0.13729999959468842,0.11060000211000443,0.15389999747276306,2.939373,3.7664914
Slovakia,0.08839999884366989,0.14159999787807465,0.09529999643564224,0.18000000715255737,0.09570000320672989,0.1712999939918518,0.12479999661445618,0.10289999842643738,8.735528,13.178335
