country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,c1,c2
Austria,0.13930000364780426,0.06880000233650208,0.06419999897480011,0.08269999921321869,0.07429999858140945,0.07419999688863754,0.1808999925851822,0.06809999793767929,0.0722000002861023,0.17520000040531158,0.08980000019073486,0.11069999635219574,0.10920000076293945,0.10769999772310257,0.04809999838471413,0.05420000106096268,0.060600001364946365,0.0333000011742115,0.10949999839067459,0.2768999934196472,0.09210000187158585,0.08749999850988388,0.08730000257492065,0.07940000295639038,0.11580000072717667,0.09319999814033508,0.13339999318122864,0.13500000536441803,0.08619999885559082,0.09000000357627869,-6.807006,-6.259579
Belgium,0.0966000035405159,0.05429999902844429,0.04859999939799309,0.07800000160932541,0.030799999833106995,0.04580000042915344,0.07289999723434448,0.040300000458955765,0.08980000019073486,0.44279998540878296,0.026000000536441803,0.03370000049471855,0.04270000010728836,0.14800000190734863,0.025599999353289604,0.027000000700354576,0.02800000086426735,0.025100000202655792,0.18129999935626984,0.4625000059604645,0.062199998646974564,0.05350000038743019,0.05310000106692314,0.06069999933242798,0.07180000096559525,0.06710000336170197,0.31310001015663147,0.14890000224113464,0.11490000039339066,0.05469999834895134,-8.821001,-12.198576
Bulgaria,0.5906999707221985,0.03840000182390213,0.03460000082850456,0.03139999881386757,0.12120000272989273,0.05860000103712082,0.02810000069439411,0.03889999911189079,0.03009999915957451,0.027799999341368675,0.512499988079071,0.04089999943971634,0.0997999981045723,0.16429999470710754,0.032600000500679016,0.026200000196695328,0.02319999970495701,0.02459999918937683,0.042100001126527786,0.03370000049471855,0.08780000358819962,0.03959999978542328,0.03189999982714653,0.030899999663233757,0.5526000261306763,0.03620000183582306,0.04859999939799309,0.09719999879598618,0.04780000075697899,0.027300000190734863,-5.7930956,6.3863554
Czechia,0.10939999669790268,0.04410000145435333,0.22920000553131104,0.03530000150203705,0.05290000140666962,0.39089998602867126,0.03880000114440918,0.026100000366568565,0.03550000116229057,0.03790000081062317,0.025299999862909317,0.029899999499320984,0.7583000063896179,0.025299999862909317,0.03350000083446503,0.03370000049471855,0.02329999953508377,0.019999999552965164,0.025200000032782555,0.02539999969303608,0.019700000062584877,0.02979999966919422,0.051899999380111694,0.02500000037252903,0.7466999888420105,0.04470000043511391,0.017100000753998756,0.015599999576807022,0.028999999165534973,0.020400000736117363,-6.417213,11.904752
Cyprus,0.10830000042915344,0.08169999718666077,0.05310000106692314,0.07440000027418137,0.07000000029802322,0.06549999862909317,0.04500000178813934,0.0551999993622303,0.053199999034404755,0.3935999870300293,0.05920000001788139,0.09480000287294388,0.1656000018119812,0.0917000025510788,0.05350000038743019,0.051500000059604645,0.04270000010728836,0.04830000177025795,0.054099999368190765,0.3384999930858612,0.08330000191926956,0.09749999642372131,0.07970000058412552,0.07739999890327454,0.14949999749660492,0.08550000190734863,0.10559999942779541,0.13809999823570251,0.09210000187158585,0.09130000323057175,-9.207225,-5.6714664
Germany,0.1080000028014183,0.05169999971985817,0.041200000792741776,0.04089999943971634,0.05810000002384186,0.07090000063180923,0.08089999854564667,0.03779999911785126,0.06499999761581421,0.4456000030040741,0.031300000846385956,0.055799998342990875,0.03920000046491623,0.03709999844431877,0.032099999487400055,0.033799998462200165,0.026499999687075615,0.019300000742077827,0.04470000043511391,0.6801999807357788,0.08460000157356262,0.07620000094175339,0.0723000019788742,0.07320000231266022,0.14300000667572021,0.07909999787807465,0.1623000055551529,0.11559999734163284,0.08550000190734863,0.10809999704360962,-10.090929,-8.285177
Denmark,0.15940000116825104,0.06650000065565109,0.054499998688697815,0.049400001764297485,0.04500000178813934,0.1023000031709671,0.25769999623298645,0.03750000149011612,0.08739999681711197,0.14030000567436218,0.05299999937415123,0.10249999910593033,0.1096000000834465,0.07209999859333038,0.038600001484155655,0.05299999937415123,0.12049999833106995,0.04490000009536743,0.06109999865293503,0.34470000863075256,0.052000001072883606,0.05849999934434891,0.04910000041127205,0.04580000042915344,0.18459999561309814,0.06669999659061432,0.2856999933719635,0.13500000536441803,0.06840000301599503,0.05420000106096268,-5.562717,-11.250635
Estonia,0.14489999413490295,0.08299999684095383,0.06930000334978104,0.06480000168085098,0.03420000150799751,0.0835999995470047,0.059700001031160355,0.32100000977516174,0.052000001072883606,0.08749999850988388,0.05649999901652336,0.16040000319480896,0.18129999935626984,0.05550000071525574,0.0414000004529953,0.05550000071525574,0.0357000008225441,0.15940000116825104,0.07850000262260437,0.17579999566078186,0.029400000348687172,0.03909999877214432,0.030300000682473183,0.026499999687075615,0.09549999982118607,0.0357000008225441,0.034699998795986176,0.646399974822998,0.03500000014901161,0.027300000190734863,3.4555743,-5.824956
Croatia,0.21410000324249268,0.11069999635219574,0.07800000160932541,0.0803999975323677,0.12070000171661377,0.15049999952316284,0.05810000002384186,0.046799998730421066,0.0617000013589859,0.07909999787807465,0.06700000166893005,0.19040000438690186,0.16259999573230743,0.19179999828338623,0.06260000169277191,0.0625,0.047600001096725464,0.040699999779462814,0.0494999997317791,0.12530000507831573,0.03909999877214432,0.044199999421834946,0.04039999842643738,0.035100001841783524,0.539900004863739,0.06939999759197235,0.0737999975681305,0.06849999725818634,0.05270000174641609,0.03689999878406525,-8.515627,6.200368
Finland,0.15680000185966492,0.06499999761581421,0.06790000200271606,0.055399999022483826,0.04320000112056732,0.07660000026226044,0.13420000672340393,0.2092999964952469,0.04830000177025795,0.14319999516010284,0.06769999861717224,0.10670000314712524,0.18039999902248383,0.06459999829530716,0.05480000004172325,0.060100000351667404,0.06300000101327896,0.11089999973773956,0.05829999968409538,0.23360000550746918,0.06560000032186508,0.0560000017285347,0.052799999713897705,0.0494999997317791,0.12540000677108765,0.06800000369548798,0.11909999698400497,0.3393000066280365,0.07280000299215317,0.05139999836683273,-2.5362725,-4.954833
France,0.11630000174045563,0.08399999886751175,0.08370000123977661,0.11309999972581863,0.07410000264644623,0.08429999649524689,0.09719999879598618,0.08089999854564667,0.15970000624656677,0.10679999738931656,0.0681999996304512,0.07940000295639038,0.07360000163316727,0.11379999667406082,0.05700000002980232,0.04989999905228615,0.06530000269412994,0.06270000338554382,0.30809998512268066,0.12189999967813492,0.012000000104308128,0.012400000356137753,0.011500000022351742,0.017000000923871994,0.012799999676644802,0.01080000028014183,0.010300000198185444,0.012000000104308128,0.8899999856948853,0.011099999770522118,-13.757441,-10.494484
Malta,0.17749999463558197,0.09539999812841415,0.06120000034570694,0.07240000367164612,0.060100000351667404,0.10320000350475311,0.13860000669956207,0.06300000101327896,0.11389999836683273,0.11469999700784683,0.07050000131130219,0.12770000100135803,0.08510000258684158,0.10649999976158142,0.050999999046325684,0.06430000066757202,0.12030000239610672,0.048500001430511475,0.07880000025033951,0.24709999561309814,0.08739999681711197,0.08269999921321869,0.07660000026226044,0.0722000002861023,0.1256999969482422,0.08529999852180481,0.1599999964237213,0.12530000507831573,0.09390000253915787,0.0908999964594841,-5.2740974,-8.23322
Luxembourg,0.09009999781847,0.08110000193119049,0.08760000020265579,0.1145000010728836,0.0723000019788742,0.09019999951124191,0.15049999952316284,0.07519999891519547,0.09769999980926514,0.14079999923706055,0.08560000360012054,0.08590000122785568,0.1128000020980835,0.10119999945163727,0.0502999983727932,0.06459999829530716,0.09480000287294388,0.042100001126527786,0.08089999854564667,0.28189998865127563,0.08500000089406967,0.07959999889135361,0.0649000033736229,0.06989999860525131,0.14229999482631683,0.093299999833107,0.1850000023841858,0.11840000003576279,0.08429999649524689,0.07720000296831131,-7.797864,-9.089981
Lithuania,0.10300000011920929,0.15919999778270721,0.09189999848604202,0.07119999825954437,0.05429999902844429,0.07509999722242355,0.1264999955892563,0.20010000467300415,0.05290000140666962,0.0658000037074089,0.028699999675154686,0.6269000172615051,0.03060000017285347,0.0414000004529953,0.048500001430511475,0.03460000082850456,0.024900000542402267,0.0689999982714653,0.061500001698732376,0.033900000154972076,0.03680000081658363,0.06849999725818634,0.030700000002980232,0.03840000182390213,0.10980000346899033,0.041600000113248825,0.04639999940991402,0.5432000160217285,0.05090000107884407,0.033900000154972076,1.6781682,-3.2829347
Latvia,0.07450000196695328,0.10170000046491623,0.08160000294446945,0.09130000323057175,0.07429999858140945,0.08049999922513962,0.07559999823570251,0.25209999084472656,0.08569999784231186,0.08269999921321869,0.08299999684095383,0.1339000016450882,0.0794999971985817,0.21150000393390656,0.06260000169277191,0.06889999657869339,0.04899999871850014,0.15620000660419464,0.08630000054836273,0.06909999996423721,0.023399999365210533,0.0272000003606081,0.02239999920129776,0.03139999881386757,0.026599999517202377,0.023600000888109207,0.025200000032782555,0.7664999961853027,0.032499998807907104,0.020999999716877937,4.757373,-3.5536783
Italy,0.6733999848365784,0.02889999933540821,0.026799999177455902,0.07050000131130219,0.028699999675154686,0.02669999934732914,0.02850000001490116,0.024000000208616257,0.0568000003695488,0.035599999129772186,0.17669999599456787,0.05260000005364418,0.05270000174641609,0.33709999918937683,0.03370000049471855,0.024000000208616257,0.025499999523162842,0.0284000001847744,0.10199999809265137,0.1673000007867813,0.17260000109672546,0.039900001138448715,0.05480000004172325,0.04919999837875366,0.29030001163482666,0.06289999932050705,0.0925000011920929,0.11800000071525574,0.07620000094175339,0.04360000044107437,-7.5193353,-2.7657964
