country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,c1,c2
Lithuania,0.15629999339580536,0.14800000190734863,0.12800000607967377,0.12150000035762787,0.12540000677108765,0.1324000060558319,0.18850000202655792,0.1168999969959259,0.2635999917984009,0.13670000433921814,0.13379999995231628,0.12080000340938568,0.10999999940395355,0.11819999665021896,0.1143999993801117,0.10689999908208847,0.11779999732971191,0.1023000031709671,0.2669999897480011,0.14480000734329224,0.14669999480247498,-5.34432,-2.3112664
Latvia,0.1459999978542328,0.13600000739097595,0.14059999585151672,0.13729999959468842,0.14509999752044678,0.13860000669956207,0.15629999339580536,0.14030000567436218,0.1485999971628189,0.1412000060081482,0.17790000140666962,0.12559999525547028,0.12680000066757202,0.1395999938249588,0.1200999990105629,0.07599999755620956,0.1298000067472458,0.1103999987244606,0.2888000011444092,0.11670000106096268,0.15809999406337738,-5.7736945,-2.4666533
Italy,0.2808000147342682,0.1420000046491623,0.12319999933242798,0.16269999742507935,0.08739999681711197,0.08540000021457672,0.11860000342130661,0.13279999792575836,0.1559000015258789,0.12330000102519989,0.3449000120162964,0.07150000333786011,0.06539999693632126,0.10610000044107437,0.1306000053882599,0.10170000046491623,0.1307000070810318,0.10249999910593033,0.24709999561309814,0.14890000224113464,0.13850000500679016,-5.1623163,-1.948441
Ireland,0.15150000154972076,0.2847999930381775,0.12070000171661377,0.12849999964237213,0.07800000160932541,0.09740000218153,0.13910000026226044,0.10040000081062317,0.426800012588501,0.10369999706745148,0.12690000236034393,0.06719999760389328,0.0763000026345253,0.09849999845027924,0.1306000053882599,0.1315000057220459,0.11829999834299088,0.09200000017881393,0.1648000031709671,0.14640000462532043,0.21639999747276306,-2.2750885,-0.19372252
Hungary,0.1290999948978424,0.1242000013589859,0.11699999868869781,0.11909999698400497,0.10440000146627426,0.29269999265670776,0.11349999904632568,0.1517000049352646,0.16380000114440918,0.12540000677108765,0.13539999723434448,0.0860000029206276,0.2337000072002411,0.10409999638795853,0.042399998754262924,0.03830000013113022,0.048700001090765,0.04230000078678131,0.06930000334978104,0.715399980545044,0.043699998408555984,-3.4130924,-2.790389
Spain,0.1468999981880188,0.13910000026226044,0.1485999971628189,0.15160000324249268,0.13330000638961792,0.12880000472068787,0.1517000049352646,0.12409999966621399,0.20419999957084656,0.15639999508857727,0.23360000550746918,0.07999999821186066,0.08250000327825546,0.11919999867677689,0.07750000059604645,0.06650000065565109,0.10429999977350235,0.09399999678134918,0.47920000553131104,0.08780000358819962,0.09080000221729279,-7.5027323,-5.5003014
Netherlands,0.14399999380111694,0.17069999873638153,0.13840000331401825,0.1445000022649765,0.10509999841451645,0.11289999634027481,0.18440000712871552,0.15199999511241913,0.17560000717639923,0.13850000500679016,0.15129999816417694,0.11230000108480453,0.11270000040531158,0.15770000219345093,0.09359999746084213,0.07959999889135361,0.09690000116825104,0.08150000125169754,0.1347000002861023,0.16130000352859497,0.352400004863739,-1.3389064,-0.43027616
Poland,0.14569999277591705,0.1753000020980835,0.12520000338554382,0.11720000207424164,0.13680000603199005,0.125900000333786,0.17389999330043793,0.09769999980926514,0.4318000078201294,0.0908999964594841,0.08919999748468399,0.1014999970793724,0.07400000095367432,0.11490000039339066,0.07119999825954437,0.0649000033736229,0.08110000193119049,0.07500000298023224,0.4828000068664551,0.09610000252723694,0.12890000641345978,-7.498543,-5.579579
Portugal,0.16840000450611115,0.14949999749660492,0.14339999854564667,0.16539999842643738,0.10429999977350235,0.11540000140666962,0.15369999408721924,0.1371999979019165,0.17339999973773956,0.13169999420642853,0.26579999923706055,0.07739999890327454,0.08699999749660492,0.1274999976158142,0.11670000106096268,0.09399999678134918,0.13619999587535858,0.11760000139474869,0.24959999322891235,0.12250000238418579,0.16329999268054962,-5.448354,-1.8636239
Romania,0.1737000048160553,0.14409999549388885,0.12330000102519989,0.1234000027179718,0.13899999856948853,0.12770000100135803,0.16869999468326569,0.16590000689029694,0.2037000060081482,0.12729999423027039,0.14419999718666077,0.12439999729394913,0.11029999703168869,0.12409999966621399,0.06849999725818634,0.06120000034570694,0.07000000029802322,0.05950000137090683,0.5705999732017517,0.09430000185966492,0.07590000331401825,-8.161853,-5.787408
Sweden,0.17399999499320984,0.14059999585151672,0.13130000233650208,0.12290000170469284,0.11429999768733978,0.1460999995470047,0.17080000042915344,0.1687999963760376,0.1932000070810318,0.14350000023841858,0.1282999962568283,0.0982000008225441,0.11209999769926071,0.1559000015258789,0.13410000503063202,0.11330000311136246,0.13079999387264252,0.10300000011920929,0.16599999368190765,0.1370999962091446,0.21559999883174896,-2.3442667,-0.15224704
Slovenia,0.13169999420642853,0.13109999895095825,0.1526000052690506,0.15620000660419464,0.15530000627040863,0.1356000006198883,0.13750000298023224,0.1451999992132187,0.14429999887943268,0.15309999883174896,0.1615000069141388,0.13609999418258667,0.1225999966263771,0.13699999451637268,0.08070000261068344,0.07339999824762344,0.09799999743700027,0.07959999889135361,0.4496000111103058,0.1290999948978424,0.08959999680519104,-7.601446,-4.980208
Slovakia,0.18199999630451202,0.17149999737739563,0.11710000038146973,0.1088000014424324,0.10100000351667404,0.2249000072479248,0.09480000287294388,0.15940000116825104,0.20149999856948853,0.1378999948501587,0.16269999742507935,0.10140000283718109,0.1152999997138977,0.12189999967813492,0.08590000122785568,0.08449999988079071,0.09589999914169312,0.08100000023841858,0.4302000105381012,0.13500000536441803,0.08739999681711197,-7.379857,-4.8539915
