country,0,1,2,3,4,5,6,7,8,c1,c2
Austria,0.10689999908208847,0.11150000244379044,0.10520000010728836,0.09939999878406525,0.10639999806880951,0.12890000641345978,0.12250000238418579,0.11729999631643295,0.10189999639987946,-12.391293,-30.037714
Belgium,0.12809999287128448,0.10999999940395355,0.09759999811649323,0.09369999915361404,0.13279999792575836,0.09929999709129333,0.11940000206232071,0.1446000039577484,0.07440000027418137,-7.9984756,-73.316505
Bulgaria,0.06750000268220901,0.0575999990105629,0.06319999694824219,0.09059999883174896,0.0674000009894371,0.06710000336170197,0.43059998750686646,0.09040000289678574,0.065700002014637,95.18494,-58.72391
Czechia,0.08420000225305557,0.06459999829530716,0.06859999895095825,0.0869000032544136,0.06499999761581421,0.4052000045776367,0.08110000193119049,0.07429999858140945,0.07020000368356705,-71.20057,54.210873
Cyprus,0.044199999421834946,0.056699998676776886,0.6101999878883362,0.07280000299215317,0.038600001484155655,0.03519999980926514,0.03620000183582306,0.051899999380111694,0.05420000106096268,37.308586,-78.12026
Germany,0.08959999680519104,0.16339999437332153,0.09239999949932098,0.1395999938249588,0.08219999819993973,0.1679999977350235,0.08820000290870667,0.09120000153779984,0.08540000021457672,-43.33413,52.25447
Denmark,0.11840000003576279,0.11240000277757645,0.11050000041723251,0.10300000011920929,0.10679999738931656,0.11869999766349792,0.10980000346899033,0.11209999769926071,0.10819999873638153,3.3857756,-14.259381
Estonia,0.06560000032186508,0.059700001031160355,0.06400000303983688,0.07150000333786011,0.484499990940094,0.07050000131130219,0.06679999828338623,0.05920000001788139,0.05810000002384186,-99.24394,-25.287487
Croatia,0.1023000031709671,0.11789999902248383,0.10849999636411667,0.10499999672174454,0.11299999803304672,0.11840000003576279,0.10719999670982361,0.11559999734163284,0.11219999939203262,-18.17069,-9.984042
Finland,0.10140000283718109,0.12099999934434891,0.10450000315904617,0.12200000137090683,0.12389999628067017,0.10729999840259552,0.11010000109672546,0.10040000081062317,0.10939999669790268,-5.519434,8.533012
France,0.1281999945640564,0.12720000743865967,0.10729999840259552,0.09059999883174896,0.10109999775886536,0.09849999845027924,0.11940000206232071,0.13359999656677246,0.094200000166893,4.1243324,-53.438335
Malta,0.08959999680519104,0.05779999867081642,0.11460000276565552,0.07569999992847443,0.05009999871253967,0.04450000077486038,0.04569999873638153,0.0738999992609024,0.4480000138282776,66.3718,62.730846
Luxembourg,0.07559999823570251,0.14000000059604645,0.12120000272989273,0.10599999874830246,0.09510000050067902,0.10000000149011612,0.09570000320672989,0.15530000627040863,0.1111999973654747,-44.382862,-23.512657
Lithuania,0.05979999899864197,0.09049999713897705,0.06199999898672104,0.1216999962925911,0.33629998564720154,0.1185000017285347,0.06960000097751617,0.061500001698732376,0.07999999821186066,-93.05458,-10.0793915
Latvia,0.0754999965429306,0.14630000293254852,0.09860000014305115,0.11990000307559967,0.14890000224113464,0.10109999775886536,0.09790000319480896,0.11219999939203262,0.0997999981045723,-46.18055,6.519979
Italy,0.1281999945640564,0.09239999949932098,0.10170000046491623,0.1534000039100647,0.09059999883174896,0.1039000004529953,0.11990000307559967,0.09830000251531601,0.11150000244379044,6.2870564,42.925163
Ireland,0.07540000230073929,0.10989999771118164,0.08420000225305557,0.06620000302791595,0.07559999823570251,0.06080000102519989,0.08290000259876251,0.07890000194311142,0.3659999966621399,71.19797,47.72399
Hungary,0.0737999975681305,0.1678999960422516,0.09200000017881393,0.12780000269412994,0.09009999781847,0.09260000288486481,0.11100000143051147,0.10819999873638153,0.13660000264644623,24.5258,18.889488
Greece,0.1274999976158142,0.09449999779462814,0.10249999910593033,0.09809999912977219,0.09610000252723694,0.14910000562667847,0.11840000003576279,0.11819999665021896,0.09570000320672989,-24.881298,-47.947865
Spain,0.13429999351501465,0.1193000003695488,0.11810000240802765,0.11840000003576279,0.09989999979734421,0.1005999967455864,0.09880000352859497,0.11420000344514847,0.09640000015497208,27.16994,-19.383663
Netherlands,0.10570000112056732,0.1306000053882599,0.14949999749660492,0.09640000015497208,0.09690000116825104,0.11240000277757645,0.09220000356435776,0.09849999845027924,0.11779999732971191,34.437504,-51.433926
Poland,0.030799999833106995,0.02969999983906746,0.035100001841783524,0.753000020980835,0.028699999675154686,0.02810000069439411,0.02800000086426735,0.028599999845027924,0.03799999877810478,-5.3154593,72.196335
Portugal,0.5218999981880188,0.052299998700618744,0.052400000393390656,0.053199999034404755,0.0640999972820282,0.06350000202655792,0.08839999884366989,0.05770000070333481,0.04650000110268593,57.41256,-12.37527
Romania,0.11190000176429749,0.08060000091791153,0.07490000128746033,0.08619999885559082,0.09139999747276306,0.14910000562667847,0.21230000257492065,0.11100000143051147,0.08259999752044678,73.44212,-51.28556
Sweden,0.12210000306367874,0.1185000017285347,0.10679999738931656,0.10409999638795853,0.1014999970793724,0.10769999772310257,0.12520000338554382,0.1145000010728836,0.09960000216960907,9.797391,-33.60505
Slovenia,0.09560000151395798,0.10339999943971634,0.09749999642372131,0.13490000367164612,0.1298999935388565,0.12200000137090683,0.1080000028014183,0.1137000024318695,0.09489999711513519,-23.744793,18.659609
Slovakia,0.09030000120401382,0.10540000349283218,0.08820000290870667,0.15610000491142273,0.09589999914169312,0.13099999725818634,0.10930000245571136,0.10090000182390213,0.12280000001192093,-16.898315,44.126263
