country,0,1,2,3,4,5,6,7,8,9,10,11,c1,c2
Austria,0.2425999939441681,0.23600000143051147,0.26989999413490295,0.2513999938964844,0.24199999868869781,0.25189998745918274,0.2727000117301941,0.23340000212192535,0.27709999680519104,0.20759999752044678,0.20520000159740448,0.3100999891757965,9.057786,24.813213
Belgium,0.2615000009536743,0.24969999492168427,0.28029999136924744,0.2084999978542328,0.22349999845027924,0.28459998965263367,0.2890999913215637,0.20270000398159027,0.3156000077724457,0.19220000505447388,0.19539999961853027,0.29679998755455017,10.251642,-44.998234
Bulgaria,0.24459999799728394,0.23669999837875366,0.25209999084472656,0.26660001277923584,0.13259999454021454,0.3222000002861023,0.38339999318122864,0.16179999709129333,0.27480000257492065,0.13809999823570251,0.13840000331401825,0.4487000107765198,90.30852,18.13905
Czechia,0.22259999811649323,0.1941000074148178,0.23100000619888306,0.352400004863739,0.09650000184774399,0.25619998574256897,0.1518000066280365,0.49540001153945923,0.20309999585151672,0.12120000272989273,0.13529999554157257,0.5403000116348267,108.23561,35.429104
Cyprus,0.25130000710487366,0.2597000002861023,0.2547999918460846,0.23420000076293945,0.22040000557899475,0.29499998688697815,0.2615000009536743,0.22310000658035278,0.26330000162124634,0.2353000044822693,0.2329999953508377,0.26829999685287476,-61.690918,37.257496
Germany,0.21050000190734863,0.3783000111579895,0.21719999611377716,0.193900004029274,0.09549999982118607,0.6780999898910522,0.131400004029274,0.0949999988079071,0.3319999873638153,0.18520000576972961,0.18960000574588776,0.29319998621940613,29.61191,-35.05462
Denmark,0.2953000068664551,0.28519999980926514,0.2069000005722046,0.2125999927520752,0.26899999380111694,0.29260000586509705,0.23880000412464142,0.1995999962091446,0.2897999882698059,0.21230000257492065,0.21439999341964722,0.28349998593330383,-46.042355,-1.7220223
Estonia,0.2409999966621399,0.25929999351501465,0.2402999997138977,0.25929999351501465,0.15680000185966492,0.3955000042915344,0.24940000474452972,0.19830000400543213,0.26739999651908875,0.23029999434947968,0.22419999539852142,0.27810001373291016,-37.566273,46.10035
Croatia,0.2021999955177307,0.3107999861240387,0.25360000133514404,0.23340000212192535,0.22280000150203705,0.2639000117778778,0.26899999380111694,0.2442999929189682,0.2906000018119812,0.21799999475479126,0.2087000012397766,0.2825999855995178,-26.146444,6.5501795
Finland,0.2621999979019165,0.2378000020980835,0.24950000643730164,0.25040000677108765,0.1923000067472458,0.32600000500679016,0.2531999945640564,0.22849999368190765,0.325300008058548,0.1859000027179718,0.1914999932050705,0.2973000109195709,27.58651,-57.222836
France,0.2549000084400177,0.25060001015663147,0.24549999833106995,0.24899999797344208,0.2888000011444092,0.24300000071525574,0.2378000020980835,0.23029999434947968,0.7832000255584717,0.07169999927282333,0.0794999971985817,0.06560000032186508,1.4218946,-124.97429
Malta,0.2395000010728836,0.26600000262260437,0.26660001277923584,0.22789999842643738,0.09220000356435776,0.6920999884605408,0.12710000574588776,0.08860000222921371,0.27810001373291016,0.22949999570846558,0.2142000049352646,0.27810001373291016,-40.65267,22.926012
Luxembourg,0.2515999972820282,0.2531000077724457,0.2556000053882599,0.23970000445842743,0.21359999477863312,0.32330000400543213,0.26460000872612,0.19850000739097595,0.3107999861240387,0.2134000062942505,0.21439999341964722,0.2612999975681305,-41.34753,-34.218597
Lithuania,0.2467000037431717,0.241799995303154,0.24250000715255737,0.26899999380111694,0.16769999265670776,0.3312000036239624,0.26010000705718994,0.24089999496936798,0.32249999046325684,0.2078000009059906,0.20239999890327454,0.267300009727478,-20.01442,-45.498207
Latvia,0.2603999972343445,0.2232999950647354,0.2433999925851822,0.2728999853134155,0.21089999377727509,0.24549999833106995,0.314300000667572,0.22930000722408295,0.25450000166893005,0.18440000712871552,0.19099999964237213,0.3700999915599823,59.130985,24.001688
Italy,0.23579999804496765,0.27090001106262207,0.3481999933719635,0.14509999752044678,0.18860000371932983,0.3619000017642975,0.28360000252723694,0.16590000689029694,0.2881999909877777,0.21469999849796295,0.20970000326633453,0.2874000072479248,-6.5873623,3.6246703
Ireland,0.20739999413490295,0.3328999876976013,0.2492000013589859,0.21050000190734863,0.19670000672340393,0.382099986076355,0.24240000545978546,0.17880000174045563,0.3377000093460083,0.1746000051498413,0.1738000065088272,0.3138999938964844,51.209175,-41.982117
Hungary,0.18700000643730164,0.15240000188350677,0.4722999930381775,0.188400000333786,0.0723000019788742,0.07360000163316727,0.777400016784668,0.07680000364780426,0.3409000039100647,0.12080000340938568,0.1907999962568283,0.3474999964237213,79.16462,-32.77902
Spain,0.2741999924182892,0.2418999969959259,0.23319999873638153,0.2506999969482422,0.17399999499320984,0.4471000134944916,0.24469999969005585,0.13420000672340393,0.29789999127388,0.23119999468326569,0.20190000534057617,0.26899999380111694,-24.9083,-16.71368
Netherlands,0.3343000113964081,0.2101999968290329,0.23409999907016754,0.2214999943971634,0.275299996137619,0.2637999951839447,0.2386000007390976,0.22220000624656677,0.45680001378059387,0.1551000028848648,0.1647000014781952,0.22339999675750732,9.343063,-95.405205
Poland,0.2802000045776367,0.19990000128746033,0.24089999496936798,0.27900001406669617,0.14749999344348907,0.22779999673366547,0.4449000060558319,0.17970000207424164,0.5217999815940857,0.08169999718666077,0.0934000015258789,0.30309998989105225,23.263596,-110.08806
Portugal,0.2711000144481659,0.24130000174045563,0.2549999952316284,0.23260000348091125,0.149399995803833,0.4115000069141388,0.2962999939918518,0.1428000032901764,0.3075000047683716,0.19040000438690186,0.1728000044822693,0.3292999863624573,50.271236,-70.66223
Romania,0.23510000109672546,0.2556000053882599,0.2603999972343445,0.24889999628067017,0.15889999270439148,0.4268999993801117,0.2410999983549118,0.17309999465942383,0.2685000002384186,0.22300000488758087,0.20759999752044678,0.3009999990463257,-12.575641,34.20427
Sweden,0.22619999945163727,0.30889999866485596,0.2535000145435333,0.21140000224113464,0.1860000044107437,0.4027999937534332,0.23240000009536743,0.17880000174045563,0.3294000029563904,0.17599999904632568,0.17579999566078186,0.3188000023365021,65.535194,-56.552654
Slovenia,0.23680000007152557,0.20720000565052032,0.2506999969482422,0.3052000105381012,0.2434999942779541,0.2554999887943268,0.24969999492168427,0.2513999938964844,0.1657000035047531,0.10890000313520432,0.11879999935626984,0.6065999865531921,124.29229,26.321743
Slovakia,0.14399999380111694,0.3043999969959259,0.3458999991416931,0.20559999346733093,0.17980000376701355,0.2696000039577484,0.3352000117301941,0.21529999375343323,0.2240000069141388,0.18369999527931213,0.20360000431537628,0.388700008392334,67.06195,39.65848
