country,0,1,2,3,4,5,6,7,8,c1,c2
Austria,0.31839999556541443,0.29760000109672546,0.383899986743927,0.28850001096725464,0.3319000005722046,0.37959998846054077,0.5400000214576721,0.23409999907016754,0.22589999437332153,-4.799618,7.1237884
Belgium,0.28760001063346863,0.3359000086784363,0.3765000104904175,0.2215999960899353,0.3961000144481659,0.3822999894618988,0.5881999731063843,0.20270000398159027,0.20909999310970306,-4.811515,4.7137036
Bulgaria,0.35030001401901245,0.29190000891685486,0.3578000068664551,0.12630000710487366,0.29330000281333923,0.5803999900817871,0.7394000291824341,0.12890000641345978,0.13169999420642853,-5.4687405,0.45550764
Czechia,0.40860000252723694,0.2434999942779541,0.34790000319480896,0.16840000450611115,0.646399974822998,0.18520000576972961,0.6955999732017517,0.13449999690055847,0.16979999840259552,-4.876498,1.3119318
Cyprus,0.2955000102519989,0.34630000591278076,0.3582000136375427,0.23970000445842743,0.41280001401901245,0.3476000130176544,0.42170000076293945,0.2903999984264374,0.2879999876022339,-4.9616356,10.913762
Germany,0.20720000565052032,0.5631999969482422,0.2295999974012375,0.07320000231266022,0.8101000189781189,0.11670000106096268,0.6115999817848206,0.1907999962568283,0.19769999384880066,-5.0887775,3.8594728
Denmark,0.30570000410079956,0.4952000081539154,0.19910000264644623,0.26089999079704285,0.49390000104904175,0.2451999932527542,0.512499988079071,0.24250000715255737,0.24490000307559967,-5.0103025,8.364171
Estonia,0.289000004529953,0.3977000117301941,0.3131999969482422,0.149399995803833,0.619700014591217,0.23090000450611115,0.44429999589920044,0.2906000018119812,0.26510000228881836,-4.551178,10.5529585
Croatia,0.21480000019073486,0.44920000433921814,0.335999995470047,0.271699994802475,0.3547999858856201,0.3734999895095825,0.4779999852180481,0.2784999907016754,0.2434999942779541,-4.3032722,9.697821
Finland,0.3522000014781952,0.32679998874664307,0.32100000977516174,0.19789999723434448,0.5266000032424927,0.27549999952316284,0.5884000062942505,0.19830000400543213,0.21330000460147858,-5.041574,4.7147555
France,0.336899995803833,0.335099995136261,0.328000009059906,0.3506999909877777,0.3353999853134155,0.3138999938964844,0.7369999885559082,0.11259999871253967,0.15049999952316284,-4.9053607,0.38411236
Malta,0.2865999937057495,0.3467999994754791,0.36660000681877136,0.07639999687671661,0.8033999800682068,0.12020000070333481,0.47999998927116394,0.25600001215934753,0.2639999985694885,-5.1547856,9.557993
Luxembourg,0.31520000100135803,0.3483000099658966,0.33649998903274536,0.2061000019311905,0.49729999899864197,0.29660001397132874,0.48739999532699585,0.2651999890804291,0.24729999899864197,-4.6617823,9.279388
Lithuania,0.2973000109195709,0.3452000021934509,0.35740000009536743,0.17550000548362732,0.4952999949455261,0.32919999957084656,0.5194000005722046,0.23829999566078186,0.24230000376701355,-5.072729,7.969083
Latvia,0.40400001406669617,0.2761000096797943,0.3199999928474426,0.22450000047683716,0.28999999165534973,0.4855000078678131,0.5464000105857849,0.22419999539852142,0.22939999401569366,-4.8782806,6.7392282
Italy,0.20649999380111694,0.28189998865127563,0.5116000175476074,0.163100004196167,0.5160999894142151,0.3208000063896179,0.5252000093460083,0.23989999294281006,0.23489999771118164,-4.539214,7.738999
Ireland,0.20900000631809235,0.5120000243186951,0.27900001406669617,0.17339999973773956,0.5694000124931335,0.2572000026702881,0.6571999788284302,0.17350000143051147,0.16920000314712524,-4.932746,2.4341486
Hungary,0.22100000083446503,0.1404999941587448,0.6384999752044678,0.06790000200271606,0.06400000303983688,0.8680999875068665,0.7013999819755554,0.10509999841451645,0.19359999895095825,-4.4179163,0.92884314
Spain,0.3910999894142151,0.3199000060558319,0.289000004529953,0.13410000503063202,0.6294000148773193,0.23659999668598175,0.48030000925064087,0.3046000003814697,0.2151000052690506,-3.59412,9.760827
Netherlands,0.4250999987125397,0.26269999146461487,0.31220000982284546,0.3249000012874603,0.3650999963283539,0.3100000023841858,0.6718999743461609,0.15770000219345093,0.17030000686645508,-5.05086,1.9371932
Poland,0.4034000039100647,0.219200000166893,0.3774999976158142,0.1225999966263771,0.1527000069618225,0.7246999740600586,0.8450999855995178,0.06750000268220901,0.08739999681711197,-5.3828993,-0.5170315
Portugal,0.3328999876976013,0.32010000944137573,0.34700000286102295,0.12540000677108765,0.567799985408783,0.3068000078201294,0.6108999848365784,0.21660000085830688,0.17249999940395355,-4.5371313,3.8373086
Romania,0.2971000075340271,0.34220001101493835,0.36070001125335693,0.1632000058889389,0.5539000034332275,0.28290000557899475,0.504800021648407,0.2660999894142151,0.22910000383853912,-4.184799,8.69746
Sweden,0.2079000025987625,0.4909999966621399,0.3010999858379364,0.15379999577999115,0.6251000165939331,0.22110000252723694,0.6337000131607056,0.18310000002384186,0.18310000002384186,-4.953644,3.1231165
Slovenia,0.4011000096797943,0.25200000405311584,0.34689998626708984,0.3174999952316284,0.3508000075817108,0.33160001039505005,0.7156999707221985,0.13169999420642853,0.1526000052690506,-5.379528,0.98401135
Slovakia,0.11829999834299088,0.31189998984336853,0.5698000192642212,0.18119999766349792,0.2946999967098236,0.5241000056266785,0.4674000144004822,0.21089999377727509,0.32170000672340393,-6.1223793,10.033533
