,word,topic_id,importance,word_count
120,target,4,0.020416433,3783
30,increase,1,0.017414924,4715
31,consumption,1,0.017391492,3648
32,total,1,0.015060313,2343
33,share,1,0.014378784,2624
34,transport,1,0.013289918,4437
90,development,3,0.012553959,3579
35,electricity,1,0.012485685,4722
0,promote,0,0.011952549,2087
91,use,3,0.011850938,5040
36,res,1,0.011016603,2761
92,res,3,0.0110083,2761
121,heat,4,0.010776355,2296
60,support,2,0.010665409,3325
61,climate,2,0.010513436,3125
122,electricity,4,0.010112055,4722
1,plan,0,0.010008342,3672
37,ghg,1,0.0099445265,1328
2,use,0,0.009843404,5040
38,ghg emission,1,0.009647658,1191
3,system,0,0.009234779,3100
39,source,1,0.009177852,2816
40,use,1,0.009139399,5040
93,transport,3,0.009129146,4437
94,source,3,0.009103437,2816
123,consumption,4,0.008325722,3648
95,production,3,0.008313654,2792
41,waste,1,0.008214387,2457
4,national,0,0.007953947,3516
42,projection,1,0.007857752,993
43,figure,1,0.007846864,1187
44,scenario,1,0.007781271,1245
96,increase,3,0.007735103,4715
45,year,1,0.0077034067,2120
97,support,3,0.0076067504,3325
46,table,1,0.0075502032,1119
5,electricity,0,0.007340884,4722
98,system,3,0.0073063546,3100
62,transport,2,0.0072990744,4437
99,implementation,3,0.0072146757,1460
47,period,1,0.00721386,1891
100,national,3,0.0070744767,3516
101,electricity,3,0.007074354,4722
102,eu,3,0.0070071593,2018
6,new,0,0.006938619,2680
63,use,2,0.0068750223,5040
64,plan,2,0.006810478,3672
124,biomass,4,0.0066727134,1805
125,increase,4,0.0066463808,4715
48,gas,1,0.0065163723,2392
103,fuel,3,0.0065121013,2360
49,transport sector,1,0.006474649,1383
126,include,4,0.0063982485,3147
127,heating,4,0.006237553,1807
50,project,1,0.0062259305,2506
65,include,2,0.0061989105,3147
66,policy,2,0.0061671436,2647
51,national,1,0.006044462,3516
104,target,3,0.005953363,3783
105,plan,3,0.005908268,3672
52,decrease,1,0.00589326,702
128,production,4,0.0058772755,2792
67,new,2,0.0057946467,2680
106,reduce,3,0.00578426,2187
53,final,1,0.005720576,1159
7,development,0,0.0056549464,3579
129,use,4,0.0055306847,5040
68,development,2,0.0055216346,3579
69,government,2,0.0054699336,1226
54,lulucf,1,0.005431772,747
130,wind,4,0.005414705,884
8,objective,0,0.0053838026,1520
9,increase,0,0.0053688707,4715
131,trajectory,4,0.0053472463,598
132,twh,4,0.005343076,578
10,policy,0,0.005322177,2647
55,expect,1,0.0052950354,1557
107,include,3,0.00525996,3147
56,fuel,1,0.0052592102,2360
133,year,4,0.0052530584,2120
70,increase,2,0.0052450877,4715
71,vehicle,2,0.0051944866,1736
72,electricity,2,0.0051258453,4722
73,system,2,0.0051212367,3100
57,production,1,0.0051112077,2792
134,total,4,0.005068817,2343
135,gas,4,0.0050649648,2392
108,change,3,0.005011936,2014
136,period,4,0.0050113373,1891
137,national,4,0.0049979524,3516
74,area,2,0.004990784,2109
58,trend,1,0.0049805203,621
59,change,1,0.004925713,2014
75,develop,2,0.0049256007,1579
11,transport,0,0.00492433,4437
138,share,4,0.0048930007,2624
76,reduce,2,0.0048471456,2187
109,gas,3,0.0048254966,2392
139,set,4,0.0047452427,1727
12,res,0,0.0047276854,2761
13,policy measure,0,0.0046680663,1137
110,reduction,3,0.0046616453,1927
14,action,0,0.0045852745,1193
140,source,4,0.0045641134,2816
141,project,4,0.004541052,2506
111,energy efficiency,3,0.004539137,1443
142,waste,4,0.004534012,2457
15,plant,0,0.0045299265,1617
143,cost,4,0.004485172,1397
16,include,0,0.0044640377,3147
112,activity,3,0.0044478695,802
17,integrated national energy,0,0.0044435947,810
113,technology,3,0.004410244,2037
77,public,2,0.00431411,1408
18,network,0,0.004279928,1196
114,heat,3,0.004252416,2296
78,national,2,0.0042202477,3516
115,share,3,0.004212255,2624
144,potential,4,0.004203081,1313
145,expect,4,0.004189416,1557
146,mw,4,0.004181706,636
19,area,0,0.004167238,2109
147,reduction,4,0.0041242335,1927
116,consumption,3,0.0041240393,3648
79,project,2,0.0041209995,2506
148,base,4,0.004106644,1743
20,production,0,0.004098826,2792
117,greenhouse,3,0.0040923287,850
118,new,3,0.0040827505,2680
149,plan,4,0.004080062,3672
119,biomass,3,0.004076222,1805
21,reduce,0,0.003976822,2187
22,support,0,0.003941692,3325
23,waste,0,0.0039309748,2457
80,target,2,0.0039217696,3783
24,market,0,0.0038884021,1383
25,implement,0,0.0038557802,1380
81,sustainable,2,0.0038367498,1094
26,consumption,0,0.0038252498,3648
27,generation,0,0.0038235495,1674
28,provide,0,0.0037972652,1613
29,energy efficiency,0,0.003754234,1443
82,provide,2,0.0034873993,1613
83,building,2,0.003465055,1506
84,achieve,2,0.0033913113,1677
85,tax,2,0.0033911725,800
86,infrastructure,2,0.0033771556,1259
87,aim,2,0.0033438266,1152
88,investment,2,0.0032716314,1172
89,fuel,2,0.003244079,2360
