,word,topic_id,importance,word_count
120,electricity,4,0.018600255,1322
90,national,3,0.016161315,1573
30,support,1,0.014596445,1426
121,price,4,0.014510012,930
60,system,2,0.013500888,1479
61,climate,2,0.013030383,1068
31,project,1,0.01273115,1327
32,research innovation,1,0.012235808,861
122,gas,4,0.011238836,775
0,sector,0,0.01094182,1522
1,increase,0,0.010860308,898
62,plan,2,0.01038892,1191
91,sector,3,0.010235211,1522
123,sector,4,0.010217961,1522
33,plan,1,0.010212331,1191
63,new,2,0.009837598,1050
2,price,0,0.009519736,930
64,programme,2,0.009499387,1047
124,support,4,0.009213262,1426
92,electricity,3,0.008924506,1322
3,power,0,0.008697509,448
4,source,0,0.0085765105,745
34,develop,1,0.008408776,774
35,transition,1,0.00826614,512
36,policy,1,0.008182879,777
5,fuel,0,0.008071365,645
37,national,1,0.008032836,1573
6,national,0,0.007924515,1573
38,system,1,0.007921878,1479
39,area,1,0.0077722855,1120
40,business,1,0.00771597,575
93,investment,3,0.007595937,811
65,national,2,0.007584069,1573
41,climate,1,0.0075278278,1068
125,total,4,0.007451283,606
7,electricity,0,0.0074020587,1322
8,investment,0,0.007401717,811
9,use,0,0.007370766,1035
66,area,2,0.0073041953,1120
126,include,4,0.0071274173,1032
42,european,1,0.0071219513,734
127,cost,4,0.007117403,629
128,system,4,0.0070925793,1479
129,low,4,0.0069492306,679
10,renewable,0,0.006897725,966
130,source,4,0.006871988,745
94,production,3,0.006867459,689
95,fund,3,0.0068655983,812
96,include,3,0.0068563684,1032
67,set,2,0.0068256157,801
43,set,1,0.0068092626,801
131,subsidy,4,0.006753676,346
68,project,2,0.006572147,1327
69,sector,2,0.00656508,1522
11,area,0,0.006536073,1120
97,relate,3,0.0064772316,583
44,competitiveness,1,0.0064671617,599
132,tax,4,0.0063999672,369
133,high,4,0.0063975737,541
134,renewable,4,0.006370363,966
98,plan,3,0.006335492,1191
99,project,3,0.006320065,1327
100,renewable,3,0.00628856,966
135,table,4,0.0061949557,359
45,new,1,0.006149276,1050
46,programme,1,0.0061368644,1047
136,fuel,4,0.006083428,645
47,use,1,0.0059995055,1035
48,measure,1,0.005969465,781
101,public,3,0.005913844,650
137,natural gas,4,0.0059135538,387
12,cost,0,0.0058899014,629
102,new,3,0.0058796937,1050
103,support,3,0.005810248,1426
13,total,0,0.0057868552,606
104,energy efficiency,3,0.0057268487,690
14,gas,0,0.0057239644,775
70,process,2,0.0057046246,486
49,priority,1,0.005649311,489
71,use,2,0.0056188917,1035
15,system,0,0.005610991,1479
72,objective,2,0.0055997483,717
16,include,0,0.005586762,1032
73,funding,2,0.0055838656,569
17,project,0,0.0055622123,1327
74,develop,2,0.0055488423,774
75,european,2,0.005541241,734
76,implementation,2,0.005500497,525
18,support,0,0.0054805577,1426
77,industry,2,0.0054158727,697
78,policy,2,0.005410672,777
138,national,4,0.0054106168,1573
105,measure,3,0.00540369,781
79,measure,2,0.0053994167,781
106,system,3,0.005349297,1479
50,objective,1,0.0053290958,717
139,household,4,0.005299486,239
107,year,3,0.00527569,536
108,increase,3,0.0052676126,898
80,storage,2,0.0052653616,664
81,include,2,0.0052378653,1032
82,initiative,2,0.0051872316,319
83,promote,2,0.0051770355,564
19,poland,0,0.0051589627,197
51,sector,1,0.005150313,1522
20,programme,0,0.0051351395,1047
52,cooperation,1,0.0051136715,436
84,renewable,2,0.005048397,966
21,eu,0,0.0050322213,553
85,target,2,0.0050314753,728
22,low,0,0.004988721,679
109,company,3,0.0049645044,468
140,act,4,0.0049482705,270
141,project,4,0.004947795,1327
23,energy efficiency,0,0.004943788,690
53,fund,1,0.004909451,812
142,state,4,0.0049075913,378
54,innovative,1,0.0048605343,448
86,focus,2,0.0048588733,454
24,generation,0,0.00483821,341
25,country,0,0.0048280954,444
26,figure,0,0.0048065903,287
143,use,4,0.004740215,1035
87,market,2,0.004717997,711
144,supply,4,0.0046773967,393
55,sustainable,1,0.004629238,413
56,industry,1,0.004614791,697
57,level,1,0.0046065412,628
110,target,3,0.0045983675,728
58,budget,1,0.0045796847,326
59,strategy,1,0.004539596,506
145,service,4,0.004531851,393
111,use,3,0.0045044553,1035
27,nuclear,0,0.004498419,304
112,set,3,0.004458917,801
113,area,3,0.004439916,1120
114,objective,3,0.004414862,717
28,high,0,0.0043973713,541
88,fund,2,0.004373268,812
89,support,2,0.0042910525,1426
146,fund,4,0.004271006,812
29,market,0,0.00426893,711
115,integrated national energy,3,0.0042630667,399
116,carbon,3,0.0042053084,573
147,fossil fuel,4,0.0041043404,279
148,area,4,0.004079057,1120
149,consumption,4,0.00405408,365
117,competitiveness,3,0.0040272716,599
118,research innovation,3,0.00401791,861
119,product,3,0.004010163,473
