,word,topic_id,importance,word_count
90,final,3,0.02066031,1769
91,increase,3,0.01632483,1571
30,final,1,0.014547239,1769
31,target,1,0.014517396,1661
60,system,2,0.014467497,1639
92,heat,3,0.013417038,1076
93,electricity,3,0.01253225,1332
94,scenario,3,0.0122128315,656
61,public,2,0.011996469,1720
62,saving,2,0.011973518,1928
32,primary energy,1,0.011640739,1137
95,use,3,0.011534286,1663
63,implementation,2,0.011314895,928
0,renovation,0,0.0111548565,1553
96,primary energy,3,0.011138968,1137
33,national,1,0.010938964,1418
97,source,3,0.010903978,911
98,transport,3,0.009814431,1368
99,ktoe,3,0.009809664,605
1,support,0,0.009788641,1295
64,period,2,0.009575436,1310
65,programme,2,0.009214339,983
2,public,0,0.009196159,1720
34,level,1,0.008933689,1018
100,fuel,3,0.008632823,673
35,transport,1,0.00844069,1368
36,total,1,0.008401304,993
66,national,2,0.008266078,1418
37,primary,1,0.008226127,637
38,saving,1,0.00792619,1928
39,eu,1,0.007907371,893
3,plan,0,0.0076171253,1389
101,target,3,0.007484332,1661
40,directive,1,0.007376598,831
102,industry,3,0.007331538,751
103,include,3,0.007299786,1426
104,gas,3,0.0072784405,894
4,saving,0,0.0070960345,1928
67,fund,2,0.007090481,822
105,natural gas,3,0.0069666402,582
41,new,1,0.0069357213,1410
42,use,1,0.0069090268,1663
68,implement,2,0.0068575223,857
43,year,1,0.006811011,1319
106,year,3,0.006800229,1319
44,requirement,1,0.006774899,794
5,investment,0,0.0067673046,959
69,development,2,0.0067136353,1014
6,new,0,0.006697358,1410
107,total,3,0.0066949218,993
108,figure,3,0.006668655,579
45,increase,1,0.0065414496,1571
46,period,1,0.0064805984,1310
109,renewable,3,0.006302365,777
70,promote,2,0.0062889336,904
71,include,2,0.0062229345,1426
110,national,3,0.006218466,1418
111,heating,3,0.0061893184,1020
47,include,1,0.00615238,1426
72,use,2,0.0060736365,1663
7,service,0,0.0060557774,1161
73,plan,2,0.0059704413,1389
8,project,0,0.0058545,1016
48,potential,1,0.0058064885,792
49,article,1,0.0057737646,845
74,renovation,2,0.005741903,1553
112,exist,3,0.0057346704,853
50,result,1,0.0057103224,764
75,service,2,0.005628077,1161
51,heating,1,0.005544344,1020
52,figure,1,0.005497348,579
9,system,0,0.005497265,1639
10,action,0,0.0054842522,591
53,industry,1,0.0054743397,751
113,share,3,0.005442649,455
54,base,1,0.0054223053,715
11,incentive,0,0.005418928,498
55,electricity,1,0.005394103,1332
76,project,2,0.0053486032,1016
114,transport sector,3,0.005297282,501
12,year,0,0.0052426807,1319
77,objective,2,0.0052139736,753
115,production,3,0.0051480727,389
56,table,1,0.005046465,556
78,activity,2,0.0050286907,386
79,electricity,2,0.0050248276,1332
116,non,3,0.005009156,610
13,work,0,0.0049990024,459
14,develop,0,0.004953974,596
117,twh,3,0.0049130456,424
80,support,2,0.004883839,1295
15,use,0,0.0048439647,1663
16,aim,0,0.0047845296,599
81,increase,2,0.0047495584,1571
17,reduce,0,0.0047411555,804
82,achieve,2,0.0047336076,915
18,performance,0,0.0047041806,752
118,primary,3,0.004701235,637
19,provide,0,0.0046798787,745
83,new,2,0.004659462,1410
57,residential,1,0.0046536583,618
20,include,0,0.00463674,1426
84,investment,2,0.00462683,959
21,term,0,0.004620731,692
58,source,1,0.00458551,911
119,table,3,0.004583362,556
59,cost,1,0.0045364005,794
85,target,2,0.004523721,1661
22,policy,0,0.004483943,968
86,transport,2,0.004465953,1368
23,improve,0,0.0044655288,745
87,network,2,0.004417002,531
88,gas,2,0.0043774317,894
24,housing,0,0.0043168627,399
25,order,0,0.0043024276,477
26,achieve,0,0.0042946925,915
27,set,0,0.0042908173,774
89,public building,2,0.004263816,546
28,target,0,0.0042323605,1661
29,promote,0,0.004180765,904
