,word,topic_id,importance,word_count
30,final,1,0.018626615,1769
31,primary energy,1,0.012064822,1137
32,increase,1,0.011699358,1571
33,target,1,0.01100935,1661
0,public,0,0.010695225,1720
34,electricity,1,0.009388844,1332
1,system,0,0.009196926,1639
35,heat,1,0.009154129,1076
36,use,1,0.009075001,1663
2,saving,0,0.008997998,1928
37,transport,1,0.008977084,1368
3,renovation,0,0.008853262,1553
38,national,1,0.008796682,1418
39,source,1,0.0084305,911
40,total,1,0.008128122,993
4,support,0,0.008007076,1295
5,plan,0,0.0072275577,1389
41,year,1,0.0071020955,1319
42,scenario,1,0.007056618,656
43,primary,1,0.00684094,637
44,industry,1,0.006721115,751
45,period,1,0.006520453,1310
46,include,1,0.0064364304,1426
47,ktoe,1,0.006344621,605
48,eu,1,0.0063022366,893
49,level,1,0.0062942947,1018
50,figure,1,0.00627746,579
51,heating,1,0.0062210164,1020
6,programme,0,0.00617336,983
7,new,0,0.0061050416,1410
52,saving,1,0.00603483,1928
8,investment,0,0.0059964177,959
9,service,0,0.005995141,1161
53,fuel,1,0.0059369546,673
10,project,0,0.0058568045,1016
11,implementation,0,0.0057057533,928
54,directive,1,0.005587068,831
55,gas,1,0.005574698,894
12,include,0,0.0055038584,1426
13,use,0,0.005500741,1663
14,promote,0,0.005491341,904
56,potential,1,0.0054138824,792
57,requirement,1,0.005355813,794
15,fund,0,0.0052901707,822
58,new,1,0.005229918,1410
16,implement,0,0.00514563,857
59,table,1,0.00514131,556
17,period,0,0.004701578,1310
18,policy,0,0.0046641626,968
19,improve,0,0.004435786,745
20,year,0,0.0044201124,1319
21,achieve,0,0.0044146143,915
22,provide,0,0.0044115973,745
23,development,0,0.0043585375,1014
24,target,0,0.004357351,1661
25,reduce,0,0.0042364364,804
26,objective,0,0.004097062,753
27,national,0,0.0040726177,1418
28,information,0,0.0039593447,657
29,action,0,0.0037361062,591
