,word,topic_id,importance,word_count
30,consumption,1,0.01322164,3648
31,increase,1,0.012613254,4715
32,electricity,1,0.011247552,4722
33,target,1,0.011131532,3783
34,share,1,0.010474276,2624
35,total,1,0.010096579,2343
36,transport,1,0.009204207,4437
0,use,0,0.008455546,5040
37,use,1,0.008414335,5040
38,source,1,0.008280459,2816
1,support,0,0.00812782,3325
39,res,1,0.00812172,2761
2,plan,0,0.0075002983,3672
3,system,0,0.006827294,3100
4,development,0,0.0067258296,3579
5,climate,0,0.0066554607,3125
40,heat,1,0.0066366387,2296
41,national,1,0.0065779574,3516
6,transport,0,0.00651225,4437
7,electricity,0,0.006177144,4722
42,period,1,0.006146693,1891
43,year,1,0.006104365,2120
44,waste,1,0.006064662,2457
8,new,0,0.005953151,2680
45,gas,1,0.0057541113,2392
46,scenario,1,0.0056581777,1245
47,figure,1,0.0056349305,1187
48,production,1,0.0056330324,2792
9,national,0,0.0055322307,3516
10,increase,0,0.005450922,4715
11,include,0,0.005440853,3147
49,final,1,0.005228186,1159
50,table,1,0.00517787,1119
51,ghg,1,0.005120226,1328
12,promote,0,0.005111672,2087
13,policy,0,0.0050185653,2647
52,biomass,1,0.004984636,1805
53,include,1,0.004944955,3147
54,project,1,0.0049387775,2506
55,ghg emission,1,0.0048979386,1191
56,expect,1,0.004867962,1557
57,projection,1,0.0048396,993
58,heating,1,0.0048118066,1807
14,reduce,0,0.004659585,2187
59,eu,1,0.004625995,2018
15,area,0,0.0044205766,2109
16,production,0,0.0041810838,2792
17,vehicle,0,0.003983735,1736
18,target,0,0.003849232,3783
19,project,0,0.003813845,2506
20,develop,0,0.0037152334,1579
21,fuel,0,0.0036957394,2360
22,provide,0,0.003462287,1613
23,public,0,0.0033719316,1408
24,building,0,0.0032237738,1506
25,implementation,0,0.0031878918,1460
26,infrastructure,0,0.0031150524,1259
27,change,0,0.0031072218,2014
28,waste,0,0.0031052057,2457
29,gas,0,0.003100986,2392
