,word,topic_id,importance,word_count
90,final,3,0.022447977,1769
30,final,1,0.019453,1769
91,increase,3,0.018911514,1571
60,system,2,0.017350493,1639
31,primary energy,1,0.017342564,1137
32,target,1,0.016614594,1661
92,heat,3,0.016463054,1076
93,electricity,3,0.015084713,1332
94,scenario,3,0.014672515,656
120,national,4,0.014011299,1418
61,implementation,2,0.013884958,928
95,source,3,0.01386522,911
96,use,3,0.012628352,1663
62,public,2,0.012232763,1720
97,ktoe,3,0.012174241,605
98,transport,3,0.012160323,1368
63,saving,2,0.011898101,1928
0,renovation,0,0.011382598,1553
121,saving,4,0.010972396,1928
99,primary energy,3,0.010590881,1137
33,primary,1,0.010497635,637
34,total,1,0.010215335,993
100,fuel,3,0.010090315,673
64,programme,2,0.009863616,983
35,level,1,0.009815242,1018
65,period,2,0.009735977,1310
101,industry,3,0.009620977,751
1,public,0,0.009562464,1720
102,gas,3,0.009527765,894
122,include,4,0.009478226,1426
36,requirement,1,0.009349734,794
123,promote,4,0.00934205,904
2,support,0,0.009290292,1295
103,natural gas,3,0.008566117,582
104,year,3,0.008466713,1319
124,policy,4,0.008312476,968
37,period,1,0.00810123,1310
125,target,4,0.00808873,1661
66,fund,2,0.007889022,822
38,heating,1,0.00783737,1020
39,saving,1,0.0077849044,1928
40,national,1,0.0077393176,1418
126,eu,4,0.0076093446,893
3,plan,0,0.007572401,1389
67,implement,2,0.0075197103,857
105,figure,3,0.007516993,579
127,public,4,0.00751344,1720
41,new,1,0.0074716094,1410
106,total,3,0.0073273443,993
107,renewable,3,0.007322381,777
128,use,4,0.0072711264,1663
68,renovation,2,0.007217147,1553
4,new,0,0.0070712524,1410
129,plan,4,0.0069833337,1389
108,exist,3,0.006940031,853
130,transport,4,0.006928176,1368
42,potential,1,0.006926778,792
43,base,1,0.0069244076,715
69,development,2,0.006890016,1014
109,share,3,0.006873352,455
131,directive,4,0.0068702037,831
5,investment,0,0.006674568,959
44,directive,1,0.006665731,831
6,saving,0,0.0066338796,1928
45,eu,1,0.006608194,893
46,figure,1,0.006521293,579
70,objective,2,0.006482331,753
47,year,1,0.0064330325,1319
110,production,3,0.0063321874,389
111,heating,3,0.0063267,1020
71,service,2,0.0063205753,1161
72,national,2,0.0063091875,1418
132,support,4,0.0062719067,1295
7,system,0,0.0062166774,1639
8,service,0,0.006185312,1161
48,residential,1,0.0061516385,618
49,average,1,0.0061295633,363
9,incentive,0,0.0061269356,498
112,include,3,0.0060787974,1426
133,project,4,0.00603553,1016
10,action,0,0.0060123103,591
73,use,2,0.005981921,1663
50,table,1,0.0059619006,556
74,activity,2,0.005950491,386
113,non,3,0.0059319534,610
51,result,1,0.0058797305,764
114,coal,3,0.0058546155,238
75,plan,2,0.0058245617,1389
115,transport sector,3,0.0056747645,501
52,transport,1,0.005658814,1368
53,cogeneration,1,0.005629557,409
76,gas,2,0.005552452,894
77,include,2,0.0055385334,1426
54,use,1,0.0055060354,1663
55,article,1,0.0054922467,845
78,electricity,2,0.0054862266,1332
134,scheme,4,0.005444051,476
11,work,0,0.005441813,459
116,demand,3,0.005418557,501
12,project,0,0.005409659,1016
56,cost,1,0.005363689,794
117,decrease,3,0.005299743,249
57,increase,1,0.005276556,1571
118,twh,3,0.005269164,424
119,development,3,0.005266608,1014
13,develop,0,0.005235091,596
79,investment,2,0.005229505,959
80,support,2,0.005190374,1295
81,project,2,0.005162044,1016
82,public building,2,0.005157817,546
135,increase,4,0.0051442776,1571
136,vehicle,4,0.0051055797,551
137,article,4,0.0050809495,845
14,year,0,0.0050477977,1319
15,reduce,0,0.0050347387,804
58,include,1,0.0049661794,1426
138,new,4,0.0049542077,1410
139,period,4,0.004923424,1310
59,gwh,1,0.0049146474,437
16,aim,0,0.004886813,599
17,performance,0,0.004860456,752
140,area,4,0.0048585283,723
18,use,0,0.004849013,1663
83,increase,2,0.004777787,1571
84,energy efficiency improvement,2,0.004770975,309
85,obligation,2,0.0047561536,510
86,loss,2,0.0047200983,278
19,housing,0,0.004671725,399
141,year,4,0.004670145,1319
142,integrated national energy,4,0.0046442654,420
143,provide,4,0.004633145,745
20,term,0,0.004618546,692
87,new,2,0.0046179816,1410
88,network,2,0.0045938105,531
144,company,4,0.00457239,393
89,achieve,2,0.0045368564,915
145,development,4,0.0045364047,1014
146,tax,4,0.0044941166,393
147,achieve,4,0.0044597997,915
21,improve,0,0.0044061816,745
148,efficient,4,0.0043407693,693
149,electricity,4,0.004336484,1332
22,include,0,0.0043014567,1426
23,provide,0,0.004238683,745
24,achieve,0,0.004230056,915
25,order,0,0.004182874,477
26,ensure,0,0.00415223,503
27,target,0,0.0041057295,1661
28,heating,0,0.004105585,1020
29,set,0,0.0040289233,774
