,word,topic_id,importance,word_count
120,target,4,0.018994298,3783
30,increase,1,0.015208595,4715
31,consumption,1,0.014584613,3648
32,total,1,0.013223888,2343
33,transport,1,0.01242771,4437
34,share,1,0.012078711,2624
90,development,3,0.011859697,3579
35,res,1,0.011827523,2761
0,promote,0,0.011805215,2087
36,electricity,1,0.011653411,4722
121,heat,4,0.011356242,2296
91,use,3,0.011256275,5040
122,electricity,4,0.011244117,4722
60,climate,2,0.011168705,3125
61,support,2,0.011057997,3325
123,consumption,4,0.010361427,3648
1,plan,0,0.010229613,3672
92,res,3,0.010023042,2761
2,use,0,0.010022658,5040
37,ghg,1,0.009806957,1328
3,system,0,0.009531996,3100
38,ghg emission,1,0.0094990665,1191
93,source,3,0.00941793,2816
94,transport,3,0.009335924,4437
39,use,1,0.009251853,5040
95,increase,3,0.00924533,4715
40,waste,1,0.008660929,2457
96,production,3,0.0082673,2792
4,national,0,0.008208232,3516
124,increase,4,0.008058766,4715
97,national,3,0.0076997145,3516
41,source,1,0.007597375,2816
98,electricity,3,0.007498377,4722
99,eu,3,0.0074371644,2018
5,electricity,0,0.0073338184,4722
62,transport,2,0.0071699596,4437
6,new,0,0.007139888,2680
42,projection,1,0.007038655,993
63,plan,2,0.006934786,3672
43,table,1,0.0068705273,1119
44,year,1,0.006869884,2120
64,use,2,0.0068059345,5040
100,implementation,3,0.006790328,1460
101,target,3,0.0065097893,3783
102,fuel,3,0.006296726,2360
45,national,1,0.0062940456,3516
125,biomass,4,0.0062385346,1805
65,include,2,0.006175475,3147
46,figure,1,0.006162987,1187
126,total,4,0.0061622434,2343
66,new,2,0.006111278,2680
47,scenario,1,0.006076933,1245
127,year,4,0.006068295,2120
48,period,1,0.006044101,1891
7,development,0,0.006023065,3579
49,transport sector,1,0.0060214177,1383
67,policy,2,0.0059520365,2647
103,system,3,0.005921314,3100
128,production,4,0.005908313,2792
129,heating,4,0.005875125,1807
50,gas,1,0.0058536944,2392
104,share,3,0.0058529554,2624
68,government,2,0.005841364,1226
130,period,4,0.005806482,1891
51,fuel,1,0.0057687536,2360
131,include,4,0.0057492196,3147
52,change,1,0.0057486845,2014
132,use,4,0.0057278867,5040
133,share,4,0.0057167592,2624
53,project,1,0.00562748,2506
105,reduction,3,0.0055964612,1927
134,wind,4,0.005593653,884
54,policy,1,0.005561917,2647
106,gas,3,0.0055203177,2392
135,source,4,0.005425298,2816
107,consumption,3,0.0053974837,3648
69,vehicle,2,0.0053706057,1736
8,increase,0,0.0053430703,4715
55,production,1,0.0053331777,2792
136,twh,4,0.005310844,578
108,change,3,0.0053070667,2014
137,gas,4,0.0052987244,2392
70,development,2,0.005297817,3579
9,objective,0,0.0052813515,1520
109,reduce,3,0.0052786446,2187
110,include,3,0.0052728,3147
71,system,2,0.00525255,3100
111,greenhouse,3,0.0052517406,850
112,plan,3,0.005238655,3672
72,develop,2,0.0052274824,1579
138,project,4,0.005194199,2506
10,policy,0,0.0051650433,2647
139,final,4,0.0051611704,1159
11,support,0,0.005094229,3325
113,support,3,0.00509192,3325
12,include,0,0.0050561638,3147
13,transport,0,0.0050420812,4437
73,increase,2,0.004999183,4715
74,reduce,2,0.0049738176,2187
56,heat,1,0.004967311,2296
114,biomass,3,0.004929128,1805
57,lulucf,1,0.0049100504,747
140,waste,4,0.0049054353,2457
75,area,2,0.0048890845,2109
141,figure,4,0.004884385,1187
142,generation,4,0.0048628375,1674
58,decrease,1,0.0047141993,702
143,cost,4,0.0047032833,1397
144,trajectory,4,0.0046796356,598
59,ministry,1,0.0046780966,717
76,electricity,2,0.004671288,4722
115,technology,3,0.0046582534,2037
14,plant,0,0.0046482496,1617
116,activity,3,0.004624721,802
15,policy measure,0,0.0046160882,1137
16,action,0,0.004602019,1193
145,expect,4,0.0045551467,1557
146,solar,4,0.0045040674,788
77,public,2,0.004448702,1408
17,integrated national energy,0,0.0044013336,810
117,greenhouse gas emission,3,0.0043711085,861
18,res,0,0.0043571275,2761
147,transport,4,0.004341332,4437
19,area,0,0.004314378,2109
148,national,4,0.004285673,3516
149,mw,4,0.004258033,636
118,energy efficiency,3,0.0042024506,1443
20,network,0,0.004160367,1196
78,project,2,0.0041274317,2506
79,sustainable,2,0.004013118,1094
80,target,2,0.003995498,3783
119,level,3,0.0039835935,1822
21,production,0,0.003967021,2792
22,implement,0,0.0039545796,1380
23,provide,0,0.0039469926,1613
24,market,0,0.0039278013,1383
25,energy efficiency,0,0.0038389426,1443
81,national,2,0.0038364853,3516
26,specific,0,0.0037764674,1112
27,generation,0,0.0037696136,1674
28,reduce,0,0.0037510383,2187
82,building,2,0.0037419838,1506
29,waste,0,0.0036636535,2457
83,carbon,2,0.003535981,1019
84,achieve,2,0.0035301228,1677
85,aim,2,0.003461982,1152
86,investment,2,0.003435993,1172
87,provide,2,0.00342476,1613
88,infrastructure,2,0.003399503,1259
89,mobility,2,0.0033867918,877
