,word,topic_id,importance,word_count
90,national,3,0.0120239025,1573
60,system,2,0.01127499,1479
120,sector,4,0.0112679,1522
0,price,0,0.011090758,930
210,electricity,7,0.010446843,1322
30,national,1,0.010246782,1573
31,system,1,0.010092267,1479
211,national,7,0.010005267,1573
61,climate,2,0.009956703,1068
32,support,1,0.009732404,1426
150,electricity,5,0.009692203,1322
121,system,4,0.009526914,1479
180,system,6,0.009447734,1479
91,sector,3,0.009362399,1522
181,support,6,0.009358384,1426
122,project,4,0.00933145,1327
123,support,4,0.009141948,1426
212,support,7,0.009122792,1426
1,sector,0,0.009120331,1522
62,plan,2,0.009108558,1191
213,sector,7,0.009044245,1522
33,plan,1,0.008971532,1191
2,increase,0,0.008723252,898
3,power,0,0.008710322,448
63,project,2,0.0086837085,1327
124,national,4,0.008523905,1573
214,include,7,0.008454462,1032
151,sector,5,0.008366477,1522
4,national,0,0.008214778,1573
34,project,1,0.0082081845,1327
152,national,5,0.008181572,1573
64,new,2,0.008170152,1050
65,sector,2,0.008114708,1522
182,climate,6,0.008012706,1068
5,fuel,0,0.007960772,645
183,plan,6,0.007925471,1191
92,electricity,3,0.007911484,1322
35,research innovation,1,0.007800943,861
93,plan,3,0.007799559,1191
6,source,0,0.007609856,745
66,area,2,0.007579365,1120
94,project,3,0.0075592957,1327
67,national,2,0.0074753393,1573
36,use,1,0.007459971,1035
68,programme,2,0.007416665,1047
69,support,2,0.007136744,1426
125,electricity,4,0.0071236556,1322
184,develop,6,0.007120306,774
153,project,5,0.0071121417,1327
154,price,5,0.006995621,930
185,renewable,6,0.0069779754,966
186,project,6,0.0069281235,1327
95,support,3,0.006896126,1426
126,use,4,0.0067938413,1035
155,support,5,0.0067828516,1426
187,set,6,0.006758212,801
96,system,3,0.0067511387,1479
7,use,0,0.00674346,1035
127,climate,4,0.006741554,1068
215,programme,7,0.006696481,1047
128,area,4,0.0066861785,1120
216,system,7,0.0065986845,1479
156,new,5,0.0065613654,1050
97,new,3,0.0065602344,1050
129,plan,4,0.006557259,1191
37,electricity,1,0.006539201,1322
38,sector,1,0.006531133,1522
217,investment,7,0.006524517,811
39,area,1,0.006509519,1120
8,electricity,0,0.0065017017,1322
98,include,3,0.006501594,1032
70,include,2,0.0064972155,1032
188,policy,6,0.0064955116,777
9,poland,0,0.006358861,197
130,include,4,0.006276372,1032
189,area,6,0.006261131,1120
99,investment,3,0.006257799,811
100,renewable,3,0.0062453863,966
190,programme,6,0.006213515,1047
191,new,6,0.0062039183,1050
218,increase,7,0.0061844266,898
10,system,0,0.006174071,1479
101,area,3,0.0061346185,1120
71,electricity,2,0.006092341,1322
102,climate,3,0.0060881684,1068
219,project,7,0.006080501,1327
157,investment,5,0.0060246214,811
11,area,0,0.005963485,1120
192,research innovation,6,0.005929822,861
12,cost,0,0.0059280545,629
158,system,5,0.0058607324,1479
131,renewable,4,0.0058202464,966
72,european,2,0.0057753776,734
193,sector,6,0.005739951,1522
40,climate,1,0.0057299216,1068
