,word,topic_id,importance,word_count
90,market,3,0.017778607,1357
0,production,0,0.016726986,1088
1,consumption,0,0.016271286,1086
2,import,0,0.015046382,1090
30,measure,1,0.014939968,1241
3,increase,0,0.013793138,1370
4,source,0,0.013364712,1370
60,increase,2,0.013310879,1370
61,capacity,2,0.013309521,1225
31,plan,1,0.012282927,1056
5,fuel,0,0.0118489005,808
91,capacity,3,0.011285143,1225
62,source,2,0.011087065,1370
32,national,1,0.010883355,1111
63,market,2,0.010762535,1357
33,gas supply,1,0.009497642,588
6,renewable,0,0.009344938,789
7,power,0,0.009180674,910
34,sector,1,0.00876459,909
92,network,3,0.008469263,734
8,share,0,0.008331108,441
64,development,2,0.008115102,879
93,storage,3,0.008089926,819
94,measure,3,0.007932239,1241
35,emergency,1,0.007921149,420
9,natural,0,0.007867523,785
65,power,2,0.007308024,910
36,source,1,0.0072584916,1370
10,domestic,0,0.0072380914,505
95,use,3,0.007215851,760
96,necessary,3,0.007189347,427
66,storage,2,0.007169747,819
67,demand,2,0.0071157687,675
97,plan,3,0.007113647,1056
37,ensure,1,0.007015608,775
98,national,3,0.006996659,1111
68,import,2,0.006981966,1090
69,new,2,0.0069793924,604
70,oil,2,0.006882003,858
38,project,1,0.0068593756,692
99,increase,3,0.006836071,1370
39,regulation,1,0.0067606433,578
11,oil,0,0.006651424,858
40,include,1,0.006598842,815
12,total,0,0.006587706,396
13,plant,0,0.006477976,551
14,coal,0,0.0064716185,387
41,oil,1,0.0064343554,858
42,eu,1,0.0064005866,583
71,consumption,2,0.006271986,1086
15,figure,0,0.0061254064,293
43,risk,1,0.0060983966,467
100,ensure,3,0.006057366,775
72,include,2,0.0059974054,815
101,security supply,3,0.0058717495,528
73,project,2,0.005843952,692
16,primary energy,0,0.005816413,318
74,country,2,0.0058049625,608
17,national,0,0.0057952423,1111
44,act,1,0.005776489,330
102,production,3,0.0057256706,1088
75,plan,2,0.005723419,1056
76,level,2,0.0057138056,693
18,use,0,0.0056665316,760
103,sector,3,0.0056609316,909
45,network,1,0.005622989,734
104,import,3,0.0055860337,1090
77,national,2,0.005584744,1111
105,development,3,0.0055690985,879
19,country,0,0.005485914,608
78,natural,2,0.0054394216,785
106,regulation,3,0.0054291952,578
46,operator,1,0.005366818,394
79,infrastructure,2,0.0053225653,554
107,level,3,0.00530901,693
80,renewable,2,0.0053074756,789
108,renewable,3,0.005283453,789
81,measure,2,0.0052512474,1241
82,use,2,0.005237845,760
83,ensure,2,0.0051978794,775
109,source,3,0.0051357597,1370
110,nuclear,3,0.0051284977,509
20,year,0,0.005092666,584
21,development,0,0.005065945,879
111,hungary,3,0.005034097,205
84,fuel,2,0.005024739,808
22,expect,0,0.0050058844,460
85,year,2,0.0049937046,584
47,development,1,0.004954329,879
112,base,3,0.004941901,487
113,consumption,3,0.0049084215,1086
86,sector,2,0.004876779,909
23,scenario,0,0.004849307,293
87,objective,2,0.004840427,476
88,operation,2,0.004808914,426
48,level,1,0.004805762,693
24,capacity,0,0.0048048166,1225
114,power,3,0.0047542937,910
25,nuclear,0,0.004735031,509
26,generation,0,0.0047222446,513
89,generation,2,0.004691532,513
27,high,0,0.004668337,478
28,sector,0,0.0046671256,909
49,transmission,1,0.00465312,434
29,resource,0,0.004637217,404
50,market,1,0.004627388,1357
115,include,3,0.0045331325,815
116,support,3,0.0045307805,393
51,security supply,1,0.0044491347,528
52,storage,1,0.0044203573,819
117,flexibility,3,0.0044184257,357
53,regional,1,0.0044055716,401
54,infrastructure,1,0.0043283897,554
55,european,1,0.004264239,483
118,natural,3,0.0041407663,785
56,capacity,1,0.004108313,1225
119,european,3,0.004017855,483
57,petroleum,1,0.0038660413,292
58,area,1,0.0037838763,357
59,natural,1,0.0037288526,785
