,topic_num,c_v,u_mass
0,3,0.24636058305944028,-0.09475483056177769
1,4,0.23426989341247778,-0.09687789403304074
2,5,0.24817060524935322,-0.09473316566543434
3,6,0.2415861768504967,-0.08452828096472335
4,7,0.2535610323295131,-0.08553452568363182
5,8,0.2611916863427176,-0.1205597928509787
6,9,0.2604297654883065,-0.11111276350328086
