,topic_num,c_v,u_mass
0,3,0.8872123007796285,-0.25258138860876095
1,4,0.8876213515320386,-0.22922580725408337
2,5,0.8873310806563509,-0.25024167734406605
3,6,0.887680346632557,-0.23225495628527013
4,7,0.8873382869933515,-0.25610191618087413
5,8,0.8874761705679111,-0.26456052687370213
6,9,0.8874084371337008,-0.2636938410587755
