,topic_num,c_v,u_mass
0,3,0.24332490730824866,-0.27229295188863584
1,4,0.2544810639724633,-0.30325880154184337
2,5,0.2576189221567418,-0.2590750191571098
3,6,0.259062739677925,-0.27287316269415335
4,7,0.25387195870089657,-0.27953935636358385
5,8,0.2385422453627048,-0.2990649329198428
6,9,0.24265474152068345,-0.2533602680303719
